,RESDATE,RESCOL,BIDCITY,MONTH,PSTALP,BSTATUS,FAILMON,PO_COST,COST21,BSTATDT,COST20,TERMDATE,BIDNAME,RESTYPE_II,FAILDATE,RESTYPE1,CHCLASS1,FSL_PROG,BRCERT,CERT,BRDOCKET,COST07,COST08,COST09,L_REPDTE,FRAUD,COST03,COST04,COST05,COST06,RSSDID,COMMENTS,BIDCERT,COSTMOSTRECENTASOF,QBRASSET,URL,RESLOS,MONTHTXT,QBFASSET,QBFEQ,TXHC,QBREQ,COST00,COST01,BIDDOCK,COST02,COST18,COST19,RESCOST,ATFIN,COST14,COST15,COST16,COST17,CITY,R_UPDATE,FAILTXT,COST10,COST98,COST11,COST99,COST12,COST13,COST95,DAY,COST96,COST97,QBFDEP,CLOSCD,FIN2,RESEQ,RESTYPE,CITYST,RESDEP,RESPUT,PTRDATE,COSTMOSTRECENT,FAILDAY,INCTDT,TERMI,FAILYR,DOCKET,RESABAL,RESTYPE_OLD,BANKNO,RESPASS,SAVR,NAME,LOSSSHARE,FAILQTR,tagpal,BRDATE,BIDSTATE,CROSSS,OBA,COST,UNINSDEP,RESASSET,difal,CHCLASS,FUND,RESADJ,FIN,QBRDEP,CROSS,ID,REGION
1339,6/22/1990,52808,CHANNELVIEW,,TX,I,3,222940,289958,7/1/2000,289958,4/1/2000,CHANNELVIEW BANK,,3/9/1989,IDT,SL,,33059,31582.0,8831,269688,269687,269689,12/31/1988,,269973,269967,269938,269938,93477,,17835,30-Nov-22,142144,na,217453,,142144.0,-145624,,-145624,270041,269998,,269990,289958,289958,222940,,289958,289958,289958,289958,HOUSTON,1/31/2022,,289958,254549,289958,254694,289958,289958,263828.2633,,254929.1262,254929,260435.0,DTNNN,7093,143.87423,FAILURE,"HOUSTON, TX",223212.54076,0,5/24/1990,289958,,6/22/1990,T,1989,7213,0,,8474,11925.16708,RTC,UNIVERSAL SA,0,1,,3/9/1989,TX,,0,289958.0,,282186.33725,,SL,2,0,7093,260435,,2203,South
1340,8/18/1989,33551,DALLAS,,TX,I,3,47898,57443,5/1/1999,57443,9/1/1998,NCNB TEXAS NATIONAL BANK,,3/9/1989,IDT,SL,,31707,31707.0,7364,58606,58606,58607,12/31/1988,,58727,58724,58712,58712,207676,,27306,30-Nov-22,58656,na,25155,,58656.0,-39918,,-39918,58756,58738,,58734,57443,57443,47873,,57443,57443,57443,57443,BAYTOWN,1/31/2022,,57443,58807,57443,58796,57443,57443,60157.1499,,59327.27816,59327,87812.0,DTSNN,6907,323.22558,FAILURE,"BAYTOWN, TX",90352.61898,5,,57443,,8/18/1989,T,1989,7364,0,,8492,2690.48789,RTC,CENTURY SAVINGS & LOAN,0,1,,3/9/1989,TX,,0,57443.0,,58662.30761,,SL,2,2729,6907,87812,,2204,South
1341,9/15/1989,26752,PFLUGERVILLE,,TX,I,3,55576,62186,1/1/1995,62186,,"HIBERNIA NB, TX",,3/9/1989,IDT,SL,,31730,31730.0,7391,64394,64393,64394,12/31/1988,,64486,64484,64474,64474,173977,,27569,30-Nov-22,50315,na,18309,,50315.0,-36789,,-36789,64508,64494,,64491,62186,62186,55271,,62186,62186,62186,62186,HUMBLE,1/31/2022,,62186,64557,62186,64537,62186,62186,64680.1646,,64661.7912,64662,76538.0,DTNNN,6919,-11.85562,FAILURE,"HUMBLE, TX",88839.26842,12,,62186,,9/15/1989,,1989,7391,0,,8494,3542.09402,RTC,HUMBLE S & L ASSOC.,0,1,,3/9/1989,TX,,0,62186.0,,48591.64061,,SL,2,0,6919,76538,,2205,South
1342,5/11/1990,44748,KILGORE,,TX,I,3,79901,91331,8/1/1999,91331,4/1/1999,KILGORE FS&LA,,3/9/1989,PA,SL,,32758,31767.0,8635,94811,94811,94812,12/31/1988,,94952,94949,94935,94935,118576,,29155,30-Nov-22,87146,na,21996,,87146.0,-45339,,-45339,94986,94965,,94960,91331,91331,79764,,91331,91331,91331,91331,TOMBALL,1/31/2022,,91331,94921,91331,95032,91331,91331,96057.0143,,95236.59885,95237,120497.0,PANNN,6996,-65436.45741,FAILURE,"TOMBALL, TX",115162.61288,13275,8/17/1989,91331,,5/11/1990,T,1989,7439,0,,8486,21003.53195,RTC,FIRST EQUITY SA,0,1,,3/9/1989,TX,,0,91331.0,,74472.86475,,SL,2,0,6996,120497,,2206,South
1343,11/8/1990,65445,VICTORIA,,TX,I,3,211980,272685,10/1/2000,272685,8/1/2000,VICTORIA B&TC,,3/9/1989,IDT,SL,,31806,31806.0,7489,240905,240905,240906,12/31/1988,,241158,241152,241126,241126,469773,,16931,30-Nov-22,154812,na,42852,,154812.0,-116480,,-116480,241218,241180,,241172,272685,272685,211980,,272685,272685,272685,272685,BAY CITY,1/31/2022,,272685,222253,272685,221992,272685,272685,236437.7791,,222176.9672,222177,242971.0,DTSNN,7219,-172.19764,FAILURE,"BAY CITY, TX",177293.97412,14259,,272685,,11/8/1990,T,1989,7489,0,,8472,32043.79227,RTC,WESTERN GULF SAVINGS,0,1,,3/9/1989,TX,,0,272685.0,,126025.70289,,SL,2,54,7219,242971,,2207,South
1344,5/4/1990,1289,WINCHESTER,,TN,I,3,2667,2687,8/1/1994,2687,,FRANKLIN COUNTY BANK,,3/9/1989,IDT,SB,,31829,31829.0,7512,3510,3510,3510,12/31/1988,,3524,3523,3522,3522,223872,,9183,30-Nov-22,11474,na,794,,11474.0,-1741,,-1741,3527,3525,,3525,2687,2687,2646,,2687,2687,2687,2687,TULLAHOMA,1/31/2022,,2687,3534,2687,3531,2687,2687,3540.3672,,3549.42884,3549,13068.0,DTNNN,6976,301.98551,FAILURE,"TULLAHOMA, TN",8213.72774,1371,,2687,,5/4/1990,,1989,7512,0,,8453,5425.19731,RTC,UNITED GUARANTY FED. SAVINGS BANK,0,1,,3/9/1989,TN,,0,2687.0,,6136.91528,,SB,2,0,6976,13068,,2208,South
1345,6/15/1990,21606,KINGSPORT,,TN,I,3,15982,19159,12/1/2000,19159,11/1/2000,EXECUTIVE PARK NB,,3/9/1989,IDT,SL,,31866,31866.0,7549,20809,20808,20809,12/31/1988,,20897,20895,20886,20886,904779,,26261,30-Nov-22,72216,na,6261,,72216.0,-6574,,-6574,20918,20904,,20902,19159,19159,15982,,19159,19159,19159,19159,MT. CARMEL,1/31/2022,,19159,21382,19159,21001,19159,19159,22201.6394,,22138.60047,22139,64940.0,DTNNN,7064,-11293.37627,FAILURE,"MT. CARMEL, TN",35351.12432,18101,,19159,,6/15/1990,T,1989,7549,0,,8451,29888.79583,RTC,LINCOLN FS & LA,0,1,,3/9/1989,TN,,0,19159.0,,39654.1634,,SL,2,0,7064,64940,,2209,South
1346,,,,6,NC,,,,,,0,,,,6/24/1938,P&A,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Jun,,,,,0,0,,0,,,,,,,,,JEFFERSON,,6/24/1938,0,0,0,0,0,0,0,24,0,0,312.0,,,,FAILURE,"JEFFERSON, NC",,,,,6/24/2022,,,1938,,,P&A,,,BIF,THE BANK OF ASHE,,,,,,,,,,,,NM,1,,0,,,221,South
1347,5/18/1990,44757,MEMPHIS,,TN,I,3,34570,38196,10/1/2000,38196,6/1/2000,NB OF COMMERCE,,3/9/1989,IDT,SL,,31879,31879.0,7562,43089,43088,43090,12/31/1988,,43304,43299,43278,43278,659976,,4978,30-Nov-22,135929,na,22315,,135929.0,3344,,3344,43356,43323,,43317,38196,38196,34570,,38196,38196,38196,38196,GERMANTOWN,1/31/2022,,38196,43807,38196,43698,38196,38196,49347.9074,,47351.8624,47352,105912.0,DTNNN,7009,15.82587,FAILURE,"GERMANTOWN, TN",91757.10193,32795,,38196,,5/18/1990,T,1989,7562,0,,8540,91442.59862,RTC,GERMANTOWN TRUST SAVINGS,0,1,,3/9/1989,TN,,0,38196.0,,125961.68967,,SL,2,-287,7009,105912,,2210,South
1348,6/21/1991,439506,NONE,,TX,I,3,1436860,1613353,1/1/2002,1613353,11/1/2001,BRANCH SALE,PO,3/9/1989,IDT,SL,,32632,31896.0,8550,1507349,1507344,1507356,12/31/1988,,1509087,1509047,1508872,1508872,911272,,,30-Nov-22,1647893,na,339669,,1647893.0,-515327,,-515327,1444398,1509240,,1509187,1613353,1613353,1433331,,1613353,1613353,1613353,1613353,HOUSTON,1/31/2022,,1613353,1434906,1613353,1434472,1613353,1613353,1529267.59,,1467799.435,1467799,1608452.0,DTNNN,7335,8.03125,FAILURE,"HOUSTON, TX",1260846.1504,8212,5/25/1989,1613353,,6/21/1991,T,1989,7579,0,,8457,157662.0877,RTC,COMMONWEALTH SAVINGS ASSOC.,0,1,,3/9/1989,NA,,0,1613353.0,,928573.4955,,SL,2,0,7335,1608452,,2211,South
1349,10/26/1990,47201,NONE,,TX,I,3,61978,79538,5/1/1995,79538,,PAYOUT,,3/9/1989,PO,SL,,31909,31909.0,7593,79074,79074,79075,12/31/1988,,79208,79205,79191,79191,852777,,,30-Nov-22,44709,na,14923,,44709.0,-41310,,-41310,79240,79220,,79216,79538,79538,61978,,79538,79538,79538,79538,DAYTON,1/31/2022,,79538,79312,79538,79284,79538,79538,78765.8462,,79464.34464,79464,73046.0,PONNN,7135,98.1931,FAILURE,"DAYTON, TX",78478.13736,19,,79538,,10/26/1990,,1989,7593,0,,8501,0,RTC,SOUTHEASTERN SAVINGS ASSOC.,0,1,,3/9/1989,NA,,0,79538.0,,62104.66522,,SL,2,0,7135,73046,,2212,South
1350,2/9/1990,20891,GRANBY,,CO,I,3,18212,26816,5/1/1995,26816,,"COLORADO SB, FSB OF GRAND C",,3/9/1989,PA,SL,,31935,31935.0,7623,29328,29328,29328,12/31/1988,,29421,29419,29409,29409,739373,,33128,30-Nov-22,54311,na,18688,,54311.0,-2783,,-2783,29443,29429,7623,29426,26816,26816,18207,,26816,26816,26816,26816,ENGLEWOOD,1/31/2022,,26816,29493,26816,29473,26816,26816,29535.5379,,29598.3974,29598,52967.0,PASNN,6956,1094.87637,FAILURE,"ENGLEWOOD, CO",51762.84668,4905,,26816,,2/9/1990,,1989,7623,0,,8530,10377.80769,RTC,COLORADO S & L ASSOC.,0,1,,3/9/1989,CO,,0,26816.0,,45051.91534,,SL,2,0,6956,52967,,2213,West
1351,9/22/1989,40657,DALLAS,,TX,I,3,98768,116336,5/1/1999,116336,10/1/1998,NCNB TEXAS NATIONAL BANK,,3/9/1989,IDT,SB,,32014,32014.0,7734,122101,122101,122102,12/31/1988,,122314,122309,122288,122288,537270,,27306,30-Nov-22,93753,na,72496,,93753.0,-68343,,-68343,122365,122333,,122326,116336,116336,97568,,116336,116336,116336,116336,HOUSTON,1/31/2022,,116336,122488,116336,122434,116336,116336,124476.2077,,122825.7923,122826,155057.0,DTNNN,6922,0.5,FAILURE,"HOUSTON, TX",160938.85503,309,,116336,,9/22/1989,T,1989,7734,0,,8484,7231.44577,RTC,VILLAGE SAVINGS FSB,0,1,,3/9/1989,TX,,0,116336.0,,120075.20772,,SB,2,0,6922,155057,,2214,South
1352,5/31/1990,47585,NONE,,NM,I,3,44655,54554,2/1/1995,54554,,PAYOUT,,3/9/1989,PO,SB,,32020,32020.0,7749,55667,55666,55668,12/31/1988,,55922,55916,55890,55890,390970,,,30-Nov-22,66520,na,15797,,66520.0,-31550,,-31550,55983,55945,,55937,54554,54554,44655,,54554,54554,54554,54554,ALBUQUERQUE,1/31/2022,,54554,56120,54554,56066,54554,54554,56325.4548,,56410.52862,56411,76663.0,PONNN,7043,-1522410,FAILURE,"ALBUQUERQUE, NM",86963.07952,20,,54554,,5/31/1990,,1989,7749,0,,8443,0,RTC,SUN COUNTRY SB OF NEW MEXICO,0,1,,3/9/1989,NA,,0,54554.0,,63361.76578,,SB,2,0,7043,76663,,2215,West
1353,6/22/1990,6401,WOODLAND PARK,,CO,I,3,6684,10199,10/1/1993,10199,,MOUNTAIN NB,,3/9/1989,PA,SL,,32046,32046.0,7782,10671,10671,10672,12/31/1988,,10693,10692,10690,10690,398275,,24046,30-Nov-22,18197,na,3427,,18197.0,-2544,,-2544,10698,10695,,10694,10199,10199,6634,,10199,10199,10199,10199,WOODLAND PARK,1/31/2022,,10199,10709,10199,10705,10199,10199,10728.1144,,10733.70016,10734,17951.0,PANNN,7095,128.87906,FAILURE,"WOODLAND PARK, CO",16775.22847,13,,10199,,6/22/1990,,1989,7782,0,,8339,1307.70113,RTC,ROCKY MOUNTAIN S & L ASSOC.,0,1,,3/9/1989,CO,,0,10199.0,,11122.90093,,SL,2,0,7095,17951,,2216,West
1354,8/31/1990,7695,LEAGUE CITY,,TX,I,3,20252,24158,9/1/1995,24158,,LEAGUE CITY B&T,,3/9/1989,IDT,SL,,32117,32117.0,7871,23884,23884,23884,12/31/1988,,23910,23910,23907,23907,599474,,17577,30-Nov-22,33762,na,3259,,33762.0,-13987,,-13987,23916,23913,,23912,24158,24158,20252,,24158,24158,24158,24158,LEAGUE CITY,1/31/2022,,24158,23930,24158,23925,24158,24158,24298.948,,23960.06015,23960,40546.0,DTNNN,7153,178.01115,FAILURE,"LEAGUE CITY, TX",24974.74166,6,,24158,,8/31/1990,,1989,7871,0,,8507,1698.42238,RTC,CITY SAVINGS ASSOC.,0,1,,3/9/1989,TX,,0,24158.0,,12646.11117,,SL,2,0,7153,40546,,2217,South
1355,5/18/1990,81849,NONE,,AL,I,3,77425,69917,7/1/1997,69917,10/1/1996,BRANCH SALE,,3/9/1989,PA,SL,,32557,32557.0,8439,78707,78706,78708,12/31/1988,,78973,78967,78940,78940,445973,FSLIC-RTC Duplicate Failures,9055,30-Nov-22,150259,na,38547,,150259.0,-47677,,-47677,79037,78997,,78989,69917,69917,74364,,69917,69917,69917,69917,PHENIX CITY,1/31/2022,,69917,79180,69917,79123,69917,69917,78632.6563,,79284.12917,79284,194750.0,PANNN,7008,9728.53345,FAILURE,"PHENIX CITY, AL",162434.04755,215,,69917,,5/18/1990,T,1989,8439,0,,8306,4540.84906,RTC,PHENIX FED. S & L ASSOC.,0,1,,3/9/1989,NA,,0,69917.0,,124721.56742,,SL,2,0,7008,194750,,2218,South
1356,8/16/1991,58815,NONE,,TX,I,3,677855,803336,3/1/2000,803336,1/1/2000,BRANCH SALE,PI,3/9/1989,PO,SL,,32616,32616.0,8532,762299,762296,762302,12/31/1988,,763144,763125,763039,763039,355670,FSLIC-RTC Duplicate Failures,29155,30-Nov-22,354586,na,355887,,354586.0,-300900,,-300900,763345,763219,,763193,803336,803336,677726,,803336,803336,803336,803336,BELLAIRE,1/31/2022,,803336,655878,803336,655686,803336,803336,663540.1016,,657163.4735,657163,587427.0,PANNN,7404,79719.94029,FAILURE,"BELLAIRE, TX",381686.18651,3,,803336,,8/16/1991,T,1989,8532,0,,8544,14394.22314,RTC,"CONTINENTAL SAVINGS, A FS & LA",0,1,,3/9/1989,NA,,0,803336.0,,429025.62514,,SL,2,0,7404,587427,,2219,South
1357,,,,7,MD,,,,,,0,,,,7/1/1938,P&A,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Jul,,,,,0,0,,0,,,,,,,,,FREDERICK,,7/1/1938,0,0,0,0,0,0,0,1,0,0,1410.0,,,,FAILURE,"FREDERICK, MD",,,,,7/1/2022,,,1938,,,P&A,,,BIF,COMMERCIAL BANK OF MARYLAND,,,,,,,,,,,,NM,1,,0,,,222,South
1358,3/10/1989,29008,GRETNA,,LA,I,3,,22732,5/1/1996,22732,12/1/1992,INVESTORS BANK & TRUST COMP,,3/10/1989,IDT,N,,,23984.0,,22732,22732,22732,12/31/1988,,22732,22732,22732,22732,759232,,25721,30-Nov-22,83009,na,27355,,83009.0,-6745,0,-6745,22732,22732,,22732,22732,22732,,,22732,22732,22732,22732,KENNER,1/31/2022,,22732,22732,22732,22732,22732,22732,22750.5088,,22732.377,22732,88903.0,DTNNN,5961,66.0446,FAILURE,"KENNER, LA",75372.83053,0,,22732,,3/10/1989,T,1989,,0,,,19092.73131,BIF,"BANKERS TRUST OF LOUISIANA, NA",0,1,,,LA,,0,22732.0,,79215.44173,,N,1,-4850,5961,88903,0,2220,South
1359,7/12/1991,62840,NONE,,TX,I,3,456610,551352,10/1/1999,551352,7/1/1999,PAYOUT,,3/15/1989,PO,SL,,33285,30622.0,9038,525685,525684,525686,12/31/1988,,525955,525949,525922,525922,477974,,,30-Nov-22,277984,na,199350,,277984.0,-223032,,-223032,526020,525979,,525971,551352,551352,456610,,551352,551352,551352,551352,HOUSTON,1/31/2022,,551352,474005,551352,526108,551352,551352,481725.5444,,476096.5833,476097,454602.0,PONNN,7353,-112,FAILURE,"HOUSTON, TX",325501.2398,0,12/14/1990,551352,,7/12/1991,T,1989,5647,0,,8466,0,RTC,FIRST SOUTH SA,0,1,,3/15/1989,NA,,0,551352.0,,262189.77162,,SL,2,0,7353,454602,,2221,South
1360,3/16/1989,406,ROTAN,,TX,I,3,,2116,9/1/1993,2116,10/1/1991,THE FIRST NATIONAL BANK OF,,3/16/1989,PA,NM,,,11893.0,,2116,2116,2116,12/31/1988,,2116,2116,2116,2116,198354,,5501,30-Nov-22,22534,na,297,,22534.0,333,0,333,2116,2116,,2116,2116,2116,,,2116,2116,2116,2116,BALLINGER,1/31/2022,,2116,2116,2116,2116,2116,2116,2115.9128,,2115.913,2116,22005.0,TASNN,2977,-286.3274,FAILURE,"BALLINGER, TX",21506.23806,0,,2116,,3/16/1989,T,1989,,0,,,21722.11544,BIF,THE FARMERS & MERCHANTS STATE BANK,0,1,,,TX,,0,2116.0,,22381.21759,,NM,1,0,2977,22005,0,2222,South
1361,3/16/1989,1310,HILL CITY,,KS,I,3,,1685,12/1/1993,1685,3/1/1991,FARMERS & MERCHANTS BANK OF,,3/16/1989,PA,NM,,,15223.0,,1685,1685,1685,12/31/1988,,1685,1685,1685,1685,6655,,27178,30-Nov-22,8044,na,2426,,8044.0,-20,0,-20,1685,1685,,1685,1685,1685,,,1685,1685,1685,1685,BOGUE,1/31/2022,,1685,1685,1685,1685,1685,1685,1684.832,,1684.832,1685,7962.0,PASAN,2973,3.13341,FAILURE,"BOGUE, KS",7838.73433,0,,1685,,3/16/1989,T,1989,,0,,,4696.78297,BIF,"THE FARMERS STATE BANK, BOGUE",0,1,,,KS,,0,1685.0,,8611.26192,,NM,1,-740,2973,7962,0,2223,Midwest
1362,3/16/1989,37150,NEW ORLEANS,,LA,I,3,,16487,6/1/1996,16487,11/1/1992,HIBERNIA NATIONAL BANK,,3/16/1989,PA,NM,,,15786.0,,16487,16487,16487,12/31/1988,,16487,16487,16487,16487,577931,,4297,30-Nov-22,106250,na,18868,,106250.0,398,0,398,16487,16487,,16487,16487,16487,,,16487,16487,16487,16487,DENHAM SPRINGS,1/31/2022,,16487,16487,16487,16487,16487,16487,16487.2535,,16487.254,16487,104264.0,PASNN,2974,-0.00318,FAILURE,"DENHAM SPRINGS, LA",102052.74826,0,,16487,,3/16/1989,T,1989,,0,,,45515.11815,BIF,LIVINGSTON BANK,0,1,,,LA,,0,16487.0,,101135.10608,,NM,1,392,2974,104264,0,2224,South
1363,3/16/1989,6809,LOS FRESNOS,,TX,I,3,,12155,6/1/1997,12155,1/1/1996,FIRSTBANK,,3/16/1989,PA,NM,,,18183.0,,12155,12155,12155,12/31/1988,,12155,12155,12155,12155,20464,,12508,30-Nov-22,30798,na,10303,,30798.0,251,0,251,12155,12155,,12155,12155,12155,,,12155,12155,12155,12155,PORT ISABEL,1/31/2022,,12155,12155,12155,12155,12155,12155,12222.2471,,12154.54531,12155,30355.0,PASNN,2975,456504.27356,FAILURE,"PORT ISABEL, TX",26477.39809,-2469,,12155,,3/16/1989,T,1989,,0,,,18693.04815,BIF,MERCHANTS MARINE BANK,0,1,,,TX,,0,12155.0,,26105.76233,,NM,1,334,2975,30355,0,2225,South
1364,3/16/1989,4584,LOS FRESNOS,,TX,I,3,,6215,7/1/1996,6215,7/1/1995,FIRSTBANK,,3/16/1989,PA,NM,,,21850.0,,6215,6215,6215,12/31/1988,,6215,6215,6215,6215,453969,,12508,30-Nov-22,17538,na,7166,,17538.0,203,0,203,6215,6215,,6215,6215,6215,,,6215,6215,6215,6215,SOUTH PADRE ISLAND,1/31/2022,,6215,6215,6215,6215,6215,6215,6215.0387,,6215.039,6215,17217.0,PASNN,2976,13475.75934,FAILURE,"SOUTH PADRE ISLAND, TX",17293.18703,-63,,6215,,3/16/1989,T,1989,,0,,,11553.60612,BIF,ISLAND BANK,0,1,,,TX,,0,6215.0,,18209.48706,,NM,1,-42,2976,17217,0,2226,South
1365,12/7/1990,110894,NONE,,LA,I,3,135436,99402,9/1/1995,99402,,PAYOUT,,3/16/1989,PO,SL,,27631,27631.0,25,104988,104987,104989,12/31/1988,,105288,105281,105250,105250,864873,,,30-Nov-22,196488,na,32943,,196488.0,-46184,,-46184,105359,105314,,105305,99402,99402,135436,,99402,99402,99402,99402,SHREVEPORT,1/31/2022,,99402,105521,99402,105457,99402,99402,102527.3698,,105861.7157,105862,201160.0,PONNN,7243,-40.42065,FAILURE,"SHREVEPORT, LA",152292.09808,596,,99402,,12/7/1990,,1989,25,0,,8393,0,RTC,FIRST FED. S & L ASSOC.,0,1,,3/16/1989,NA,,0,99402.0,,143240.5378,,SL,2,0,7243,201160,,2227,South
1366,6/19/1990,9482,CHICAGO,,IL,I,3,7176,2631,8/1/1993,2631,,MARQUETTE NB,,3/16/1989,PA,SL,,27681,27681.0,104,6545,6545,6545,12/31/1988,,6607,6606,6600,6600,191672,,16250,30-Nov-22,67176,na,575,,67176.0,-2383,,-2383,6622,6613,,6611,2631,2631,5726,,2631,2631,2631,2631,CHICAGO,1/31/2022,,2631,6656,2631,6643,2631,2631,6627.1459,,6726.9834,6727,49872.0,PANNN,7075,-14.1,FAILURE,"CHICAGO, IL",35875.79402,8286,,2631,,6/19/1990,,1989,104,0,,8368,27791.77846,RTC,AMERICAN SECURITY FS & LA,0,1,,3/16/1989,IL,,0,2631.0,,29562.60577,,SL,2,0,7075,49872,,2228,Midwest
1367,11/30/1990,98164,KILGORE,,TX,I,3,110156,123052,8/1/1999,123052,11/1/1998,KILGORE FS&LA,,3/16/1989,PA,SL,,32824,27698.0,8683,131555,131554,131557,12/31/1988,,131917,131909,131872,131872,215176,,29155,30-Nov-22,312510,na,27833,,312510.0,-3639,,-3639,132004,131949,,131938,123052,123052,110031,,123052,123052,123052,123052,PORT ARTHUR,1/31/2022,,123052,131992,123052,132121,123052,123052,132718.7209,,133667.1486,133667,262333.0,PANNN,7238,-0.00226,FAILURE,"PORT ARTHUR, TX",194360.5338,46012,10/19/1989,123052,,11/30/1990,T,1989,134,0,,8551,80616.91097,RTC,FIDELITY S & LA,0,1,,3/16/1989,TX,,0,123052.0,,160601.92613,,SL,2,0,7238,262333,,2229,South
1368,,,,7,KY,,,,,,0,,,,7/11/1938,PO,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Jul,79.0,,,,0,0,,0,,,,,,,,,MILBURN,,7/11/1938,0,0,0,0,0,0,0,11,0,0,62.0,,,,FAILURE,"MILBURN, KY",,,,,7/11/2022,,,1938,,,PO,,,BIF,BANK OF MILBURN,,,,,,,,,,,,NM,1,,0,,,223,South
1369,11/30/1990,20823,COLLINSVILLE,,IL,I,3,22750,15646,10/1/1994,15646,,UMB FIRST NB,,3/16/1989,PA,SB,,27717,27717.0,168,21478,21478,21479,12/31/1988,,21620,21617,21602,21602,217675,,20757,30-Nov-22,123561,na,2893,,123561.0,-11019,,-11019,21654,21632,,21628,15646,15646,21550,,15646,15646,15646,15646,BELLEVILLE,1/31/2022,,15646,21730,15646,21700,15646,15646,19634.0282,,21890.50964,21891,106123.0,PANNN,7237,33.62908,FAILURE,"BELLEVILLE, IL",67195.36822,17121,,15646,,11/30/1990,,1989,168,0,,8365,59676.61245,RTC,MIDWEST HOME FSB,0,1,,3/16/1989,IL,,0,15646.0,,66272.51769,,SB,2,0,7237,106123,,2230,Midwest
1370,5/18/1990,64452,NONE,,IL,I,3,30086,24395,8/1/1997,24395,6/1/1997,FIRST BANK OF ILLINOIS,,3/16/1989,IDT,SL,,27762,27762.0,238,32444,32443,32444,12/31/1988,,32646,32641,32621,32621,223676,,3825,30-Nov-22,132245,na,19636,,132245.0,-8420,,-8420,32694,32664,,32657,24395,24395,27292,,24395,24395,24395,24395,GRANITE CITY,1/31/2022,,24395,32803,24395,32760,24395,24395,33274.7442,,32892.7756,32893,131364.0,DTNNN,7012,164.54473,FAILURE,"GRANITE CITY, IL",9582055.2147,65252,,24395,,5/18/1990,T,1989,238,0,,8364,79650.41157,RTC,MADISON COUNTY FED. S & L ASSOC.,0,1,,3/16/1989,IL,,0,24395.0,,98598.73634,,SL,2,-113,7012,131364,,2231,Midwest
1371,6/22/1990,25557,MACOMB,,IL,I,3,27876,24561,7/1/1999,24561,4/1/1999,UNION NB OF MACOMB,,3/16/1989,PA,SL,,27829,27829.0,354,28559,28559,28560,12/31/1988,,28713,28709,28694,28694,671772,,3700,30-Nov-22,110707,na,5665,,110707.0,-9843,,-9843,28749,28726,,28721,24561,24561,25966,,24561,24561,24561,24561,MACOMB,1/31/2022,,24561,28882,24561,28799,24561,24561,28630.8233,,28809.74113,28810,101243.0,PANNN,7086,-41.99,FAILURE,"MACOMB, IL",68583.03553,26119,,24561,,6/22/1990,T,1989,354,0,,8366,67307.84852,RTC,MIDWESTERN SA,0,1,,3/16/1989,IL,,0,24561.0,,72418.94359,,SL,2,-7,7086,101243,,2232,Midwest
1372,8/9/1991,150884,NONE,,OK,I,3,242826,198949,7/1/1999,198949,4/1/1999,BRANCH SALE,,3/16/1989,PA,SL,,32680,28058.0,8604,209451,209450,209453,12/31/1988,,210003,209990,209935,209935,834577,,4214,30-Nov-22,645144,na,88606,,645144.0,-15013,,-15013,210134,210052,,210035,198949,198949,232405,,198949,198949,198949,198949,OKLAHOMA CITY,1/31/2022,,198949,210459,198949,210314,198949,198949,214873.8784,,212862.0423,212862,528350.0,PANNN,7394,-135780.84053,FAILURE,"OKLAHOMA CITY, OK",407025.22427,28513,7/13/1989,198949,,8/9/1991,T,1989,817,0,,8445,116752.83755,RTC,CONTINENTAL FS & LA,0,1,,3/16/1989,NA,,0,198949.0,,327730.89992,,SL,2,0,7394,528350,,2233,South
1373,5/8/1990,14381,CENTRALIA,,IL,I,3,7234,3640,4/1/1994,3640,,MAGNA BANK OF CENTRALIA,,3/16/1989,IDT,SL,,28707,28707.0,2193,8328,8327,8328,12/31/1988,,8401,8399,8392,8392,142973,,3779,30-Nov-22,47627,na,4584,,47627.0,-2181,,-2181,8418,8407,,8405,3640,3640,6733,,3640,3640,3640,3640,CENTRALIA,1/31/2022,,3640,8457,3640,8442,3640,3640,8473.7159,,8540.25186,8540,48100.0,DTNNN,6991,-3789.8612,FAILURE,"CENTRALIA, IL",34777.74898,13312,,3640,,5/8/1990,,1989,2193,0,,8370,28241.53357,RTC,HOME FS & LA OF CENTRALIA,0,1,,3/16/1989,IL,,0,3640.0,,33894.42303,,SL,2,0,6991,48100,,2234,Midwest
1374,6/29/1990,14199,RUSK,,TX,I,3,23654,24593,1/1/1995,24593,10/1/1992,CITIZENS BANK,,3/16/1989,IDT,SL,,29038,29038.0,2813,25230,25230,25231,12/31/1988,,25283,25282,25276,25276,701174,,1715,30-Nov-22,44556,na,5651,,44556.0,-11479,,-11479,25295,25288,,25286,24593,24593,23654,,24593,24593,24593,24593,RUSK,1/31/2022,,24593,25324,24593,25312,24593,24593,25165.9542,,25383.2996,25383,47154.0,DTNNN,7113,394.80426,FAILURE,"RUSK, TX",31071.22909,0,,24593,,6/29/1990,T,1989,2813,0,,8500,4909.49341,RTC,RUSK FED. S & L ASSOC.,0,1,,3/16/1989,TX,,0,24593.0,,24758.7121,,SL,2,0,7113,47154,,2235,South
